kab_code,balita,lansia,pertanian,merokok,no_access_food,hunian_tak_layak,persen_desa_laut,persen_kel_sungai,persen_disabilitas
1701,7.666666666666668,5.666666666666666,24.52380952380952,23.71428571428571,13.345521023765995,1.8281535648994516,13.29,0.02,0.8
1702,8.077099586966497,4.359798072510325,28.728774667278568,25.24093620927031,6.148867313915858,2.750809061488673,0,0.16,0.46
1703,8.187672493100276,4.875804967801288,28.196872125114997,25.068997240110395,3.2414910858995136,5.510534846029174,15.45,0.79,0.55
1704,9.032258064516128,4.714640198511166,33.59801488833747,25.60794044665012,14.705882352941178,2.573529411764706,35.38,0.32,0.79
1705,7.650542941757157,4.935834155972359,33.71174728529122,23.938795656465945,13.333333333333334,6.315789473684211,7.92,0.11,0.75
1706,10.640257945647166,3.3625057577153386,24.96545370796868,24.320589590050663,8.55148342059337,2.7923211169284463,12.5,0.17,0.48
1707,9.037745879851142,5.422647527910686,30.99415204678363,32.482721956406166,7.103825136612022,2.185792349726776,0,0.62,0.64
1708,8.378088077336198,5.263157894736842,35.01611170784103,24.650912996777656,12.384473197781883,5.360443622920517,0,0.51,0.58
1709,8.6164451009355,3.298867552929591,25.8985721319547,24.421467257508617,8.703703703703704,3.148148148148148,4.2,0.54,0.67
1771,8.09421841541756,3.554603854389722,3.9828693790149887,20.77087794432548,9.006211180124224,0.9316770186335404,28.36,0.14,0.12
1801,7.847976307996052,4.096742349457058,46.6436327739388,31.391905231984207,17.719298245614034,6.315789473684211,0,0.99,0.22
1802,8.980755523877406,5.203136136849608,28.68852459016394,26.44333570919458,13.08411214953271,5.2069425901201605,17.88,0.01,0.44
1803,8.49056603773585,5.626684636118599,22.035040431266847,24.494609164420485,10.27479091995221,0.7168458781362007,15,0.99,0.31
1804,7.682075157964749,7.316262055204523,29.098769537745255,25.04156967076821,6.6897347174163775,0.6920415224913495,3.79,0.1,0.32
1805,7.929801754956127,6.207344816379591,30.679233019174525,25.511862203444913,11.264367816091951,1.1494252873563218,0,0.21,0.31
1806,9.44424264438794,5.158009444242644,28.187431892480923,24.046494733018527,2.9850746268656714,2.578018995929444,0,0.24,0.36
1807,9.057527539779684,5.426356589147287,35.169318645450836,26.030191758465932,11.587982832618025,3.004291845493562,0,0.29,0.46
1808,8.651911468812877,5.553319919517103,26.358148893360163,24.70824949698189,10.74964639321075,1.272984441301273,9.93,2.19,0.39
1809,8.660752006759612,6.041402619349388,23.743134769750743,27.207435572454585,11.854103343465043,1.21580547112462,14.19,1.69,0.38
1810,9.818913480885312,6.358148893360161,17.183098591549296,25.553319919517104,11.428571428571429,0.5714285714285714,0,0.69,0.36
1811,8.956796628029505,6.691253951527925,32.03371970495258,24.76290832455216,10,4.736842105263158,0,4.72,0.45
1812,8.337420304070623,6.1304561059342815,31.780284453163315,24.129475232957333,9.703947368421051,2.4671052631578947,0,0.08,0.33
1813,9.689557855127,4.233301975540922,30.57384760112888,26.85794920037629,20.566037735849054,6.60377358490566,65.25,2.25,0.6
1871,8.527626956244012,4.982433727243692,1.5649952091983392,21.39891408495688,10.217113665389526,0,11.9,2.05,0.1
1872,7.482014388489208,5.227817745803357,3.4532374100719423,22.062350119904075,5.935251798561151,0,0,0,0.25
1901,7.999999999999999,4.545454545454545,17.18181818181818,19.818181818181817,3.231017770597738,0.9693053311793216,28.4,0.19,0.49
1902,7.997962302598065,4.533876719307183,15.537442689760567,19.918492103922567,3.880070546737213,0.3527336860670194,63.27,0.22,0.43
1903,7.901234567901234,4.049382716049383,18.123456790123456,21.03703703703704,7.936507936507936,0.5291005291005291,46.88,0.13,0.49
1904,9.30576070901034,3.2496307237813884,17.331363860167407,23.58444116198917,9.75177304964539,0.3546099290780142,38.1,0.7,0.38
1905,8.431372549019608,3.2843137254901964,19.313725490196077,22.84313725490196,8.392857142857144,1.0714285714285712,45.28,0.49,0.35
1906,7.091412742382272,6.481994459833795,15.56786703601108,22.65927977839335,4.371584699453552,1.275045537340619,66.67,0.04,0.55
1971,8.59840954274354,4.721669980119284,3.5785288270377733,17.34592445328032,3.7300177619893424,0,4.76,0.17,0.2
2101,8.691834942932397,4.741000877963126,6.4969271290605795,19.885864793678664,6.957928802588997,0.48543689320388345,92.96,0,0.3
2102,9.239384041063929,3.126458236117592,8.352776481567895,21.278581427904804,8.823529411764705,2.249134948096886,84.31,0.62,0.19
2103,7.959936742224566,4.164470216130733,11.43911439114391,20.03162888771745,5.698529411764706,0.3676470588235294,82.89,1.48,0.79
2104,8.431163287086447,7.20384204909285,13.553895410885804,20.971184631803627,7.380073800738007,3.136531365313653,91.46,2.47,0.62
2105,8.869294605809129,3.941908713692946,14.522821576763487,21.317427385892117,2.5145067698259185,4.25531914893617,96.3,1.53,0.89
2171,10.89572192513369,1.236631016042781,1.8382352941176472,18.21524064171123,12.454212454212454,0.7326007326007326,65.62,0,0.05
2172,7.481296758104739,4.688279301745636,1.2468827930174564,17.306733167082296,6.909090909090909,0.5454545454545454,77.78,0,0.13
3101,10.343007915567282,3.2189973614775726,10.976253298153036,22.163588390501317,6.349206349206349,0.1984126984126984,100,0,0.5
3171,6.640726329442283,4.850843060959793,0.3631647211413748,18.780804150453957,5.373406193078324,0,0,1.73,0.02
3172,7.512520868113523,4.3644168852849985,0.5246839971380873,17.576913904125924,5.68561872909699,0,0,1.26,0.03
3173,6.232849862798902,5.7624460995687965,0.3920031360250883,20.8937671501372,7.217694994179278,0.11641443538998836,0,0.65,0.04
3174,7.424960505529225,4.8709847288046335,0.3686150605581885,19.194312796208532,4.796380090497738,0,0,0.38,0.04
3175,7.919954904171364,5.016910935738444,0.9864712514092446,17.981961668545658,6.811451135241856,0.4935834155972359,29.03,1.12,0.06
3201,9.416648459689752,3.4301944505134365,5.855363775398733,23.48700021848372,11.852433281004709,0.8634222919937204,0,0.47,0.12
3202,9.389935338768623,4.6949676693843125,17.767781838628053,26.1175147596289,8.404154863078377,3.3050047214353167,8.03,1.28,0.28
3203,9.534492428491308,5.38418395961862,20.41503084688727,28.68760515984296,10.30358785648574,1.8399264029438824,5,1.1,0.25
3204,8.7409200968523,4.14043583535109,7.070217917675545,26.755447941888622,5.555555555555555,0.08547008547008547,0,1.12,0.2
3205,9.31646801264899,5.4974458769155925,16.297737776696668,28.071028946728287,8.259325044404973,3.463587921847247,4.52,1.08,0.3
3206,7.366771159874608,7.272727272727272,16.865203761755485,27.241379310344826,7.199999999999999,3.4000000000000004,3.13,0.34,0.36
3207,6.775921840529467,11.50330917113142,19.918058619602903,27.734005672864797,9.45945945945946,0.7722007722007722,0,0.09,0.36
3208,8.043087971274685,8.1508078994614,15.439856373429084,24.129263913824055,12.033694344163658,0.2406738868832732,0,0.73,0.41
3209,8.841634023503078,4.588696138780078,8.953553441522104,24.958030218242865,11.709159584513692,0.4721435316336166,8.49,0.59,0.33
3210,7.654402102496716,8.147174770039422,20.49934296977661,26.31406044678055,7.378854625550661,0.3303964757709251,0,0.78,0.39
3211,7.178571428571429,9.214285714285714,17.535714285714285,28.285714285714285,11.973392461197337,0.7760532150776053,0,0.27,0.26
3212,8.41645885286783,5.236907730673317,19.544887780548628,24.096009975062344,11.293436293436294,0.09652509652509653,12.93,0.41,0.32
3213,7.343550446998723,6.896551724137931,17.305236270753515,27.362707535121327,8.085977482088024,1.023541453428864,3.95,0.31,0.33
3214,9.10379029401346,4.2507970244420825,9.847679773290826,25.398512221041447,5.036855036855037,1.351351351351351,0,0.44,0.32
3215,7.4015748031496065,4.383202099737533,12.887139107611548,24.33070866141732,7.09849157054126,0.8873114463176575,6.47,0.69,0.23
3216,8.638679932055327,2.8633826741082262,3.785488958990536,21.01431691337054,11.294526498696786,0.8688097306689836,5.35,0.91,0.12
3217,9.618026930475406,5.193734542456719,9.947787853805991,26.84803517449849,10.154738878143132,1.1605415860735009,0,0.11,0.21
3218,7.264027838190519,8.568943018703786,23.57546759460635,27.925184862983905,3.9189189189189193,2.4324324324324325,19.35,0.29,0.36
3271,8.083441981747066,4.791395045632334,0.7496740547588006,21.08865710560626,8.111380145278451,0.6053268765133172,0,1.73,0.11
3272,9.267431597528685,5.075022065313328,1.5445719329214476,24.536628420123566,12.812499999999998,1.09375,0,0.26,0.16
3273,6.986231514533402,4.946455889852117,0.33146353901070885,24.47730749617542,9.237668161434978,0.26905829596412556,0,3.67,0.18
3274,8.798570790531487,5.180884323358642,1.2952210808396605,19.651630192050025,3.50609756097561,0,27.27,1.26,0.27
3275,8.89168765743073,3.3753148614609576,0.22670025188916876,17.43073047858942,6.227758007117438,0.0889679715302491,0,0.22,0.09
3276,8.011711471919085,3.9925472451424007,0.34602076124567477,17.93984562150652,5.689488910318226,0,0,0.38,0.06
3277,8.122941822173434,4.939626783754116,0.7317965605561655,21.00256128796195,7.496823379923762,0.12706480304955528,0,0.44,0.12
3278,8.326817826426897,5.942142298670836,3.0101641907740424,24.39405785770133,12.465753424657535,1.7808219178082192,0,0.49,0.14
3279,7.762312633832977,8.244111349036402,6.7987152034261245,24.25053533190578,3.527336860670194,0.7054673721340389,0,0.48,0.3
3301,6.996681415929204,8.628318584070795,18.224557522123895,23.92146017699115,2.7881040892193307,2.2304832713754648,12.68,0.16,0.28
3302,8.098495212038303,9.52120383036936,11.846785225718197,23.611491108071135,4.247104247104247,1.0617760617760617,0,0.71,0.42
3303,8.359037631091917,8.019740900678594,14.096236890808145,24.52190006169031,7.875894988066825,0.8353221957040573,0,0.23,0.51
3304,7.464146023468057,7.496740547588004,23.85919165580183,26.66232073011734,4.898446833930705,0.7168458781362007,0,0.14,0.46
3305,7.746254383168632,10.423971947720752,22.21868026777176,22.059292317500802,4.424778761061947,0.8849557522123894,6.52,0.46,0.59
3306,6.282101935993678,12.050572896088504,22.560252864480443,23.74555511655472,2.0330368487928845,1.5247776365946633,3.04,0.16,0.61
3307,7.317903335602451,8.543226684819604,25.97004765146358,29.98638529611981,5.3056516724336795,0.922722029988466,0,0.09,0.4
3308,7.5344661750561075,8.368066688041038,24.462968900288555,26.29047771721706,4.540420819490587,0.7751937984496124,0,0.16,0.5
3309,8.62693447481067,8.034244320052684,20.941718801448797,21.139282186368124,3.5796766743648964,1.7321016166281753,0,0.05,0.37
3310,6.787479406919275,9.423393739703458,7.742998352553541,17.59472817133443,5.3097345132743365,0.11061946902654868,0,0.39,0.43
3311,6.407487401007919,7.631389488840893,7.379409647228222,14.902807775377967,2.18978102189781,0.48661800486618007,0,0.46,0.39
3312,5.685279187817259,14.04399323181049,31.40439932318105,20.575296108291035,1.851851851851852,0.11574074074074076,1.02,0.14,0.59
3313,7.119314436387607,8.108108108108109,14.337508239947264,17.69940672379697,2.155688622754491,0,0,0.02,0.35
3314,6.666666666666665,10.414414414414413,20.28828828828829,19.27927927927928,3.356481481481482,0.23148148148148143,0,0.13,0.35
3315,7.929383602633154,7.39078396169958,26.511071214841415,22.052663076002393,5.90513068731849,4.259438528557599,0,0.78,0.37
3316,6.64488017429194,8.714596949891067,31.771968046477845,23.493100944081338,3.2181168057210967,0.595947556615018,0,0.24,0.31
3317,7.175748273215656,7.252494244052188,21.373752877973907,21.297006907137376,4.949238578680203,1.1421319796954317,17.69,0.39,0.46
3318,6.9134993446920046,7.601572739187418,21.62516382699869,19.200524246395805,8.140814081408141,0.44004400440044,12.32,0.41,0.46
