idkab;nmprov;nmkab;persen_anggaran_kesehatan;persen_anggaran_sampah;persen_anggaran_lh;adap_score;adap_score_hat
3404;DI YOGYAKARTA;SLEMAN ;15.48;0.51;0.1;54.0159325311577;43.65496750473591
3471;DI YOGYAKARTA;YOGYAKARTA KOTA;20.91;0.87;0.06;62.242112622301;47.563237165463725
3501;JAWA TIMUR;PACITAN ;18.43;0.41;0.03;42.299277164753;44.11796634819892
3502;JAWA TIMUR;PONOROGO ;15.53;0.15;0.06;44.8177588279686;41.758678776798696
3503;JAWA TIMUR;TRENGGALEK ;18.28;0.19;0.06;42.0635389872519;43.178116339643225
3504;JAWA TIMUR;TULUNGAGUNG ;24.08;0.11;0.07;45.2090355198241;45.45147054985533
3505;JAWA TIMUR;BLITAR ;17.84;0.2;0.06;44.1489527349471;43.028378138452496
3506;JAWA TIMUR;KEDIRI ;19.87;0.33;0.11;44.2526533931087;44.82551569231
3507;JAWA TIMUR;MALANG ;16.8;0.24;0.07;42.0597153406029;42.80671673405052
3508;JAWA TIMUR;LUMAJANG ;18.02;0.37;0.03;41.3038193272401;43.7457645858425
3509;JAWA TIMUR;JEMBER ;16.87;0.28;0.04;40.0461457656555;42.86156102903717
3510;JAWA TIMUR;BANYUWANGI ;16.77;0.41;0.12;46.3505230161162;43.87064048308254
3511;JAWA TIMUR;BONDOWOSO ;19.65;0.14;0.04;38.5864002178777;43.445221911668924
3512;JAWA TIMUR;SITUBONDO ;18.31;0.34;0.09;39.5228507819834;44.06440642379752
3513;JAWA TIMUR;PROBOLINGGO ;16.57;0.07;0.1;40.6312851500403;42.066953453316756
3514;JAWA TIMUR;PASURUAN ;17.24;0.23;0.05;41.670517054503;42.84632493481979
3515;JAWA TIMUR;SIDOARJO ;22.66;0.83;0.11;52.262726348138;48.43303960461151
3516;JAWA TIMUR;MOJOKERTO ;15.45;0.2;0.06;47.2577066314414;41.95876550462063
